model_name,gpu_count,impl,prompt_len,avg_latency(ms)
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,1024,43.82013529539108
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,2048,67.95254222427805
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,4096,120.58713628600042
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,8192,229.16450779885054
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,16384,466.8767435165743
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,32768,1012.9467654973269
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,1024,39.677207730710506
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,2048,62.29919741551081
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,4096,109.9012893003722
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,8192,210.75996474052468
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,16384,437.81117033213377
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,32768,963.9617666602135
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,1024,39.06136518344283
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,2048,61.442629216859736
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,4096,109.89363612607121
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,8192,208.8753973133862
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,16384,433.3458063503106
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,32768,950.5601080134511
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,1024,40.66087895383438
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,2048,64.96890739848216
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,4096,114.92150689785679
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,8192,221.49859458828965
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,16384,451.57924089580774
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,32768,978.1841914790372
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,1024,41.16017806033293
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,2048,65.14424461250503
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,4096,116.78153689329822
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,8192,222.12398812795678
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,16384,451.12732521568734
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,32768,981.3702343031764
