model_name,gpu_count,impl,prompt_len,avg_latency(ms)
Qwen2.5-72B-Instruct,8,no_ar2,4096,163.2566487106184
Qwen2.5-72B-Instruct,8,no_ar2,8192,325.67997615163523
Qwen2.5-72B-Instruct,8,no_ar2,16384,688.2865202302734
Qwen2.5-72B-Instruct,8,no_ar2,32768,1534.384885399292
Qwen2.5-72B-Instruct,8,no_ln1,1024,52.33029769733548
Qwen2.5-72B-Instruct,8,no_ln1,2048,93.00364749506116
Qwen2.5-72B-Instruct,8,no_ln1,4096,175.80021703615785
Qwen2.5-72B-Instruct,8,no_ln1,8192,341.74124067649245
Qwen2.5-72B-Instruct,8,no_ln1,16384,725.1871538658937
Qwen2.5-72B-Instruct,8,no_ln1,32768,1601.8391848541796
Qwen2.5-72B-Instruct,8,no_ln2,1024,52.35427745307485
Qwen2.5-72B-Instruct,8,no_ln2,2048,93.17919810612996
Qwen2.5-72B-Instruct,8,no_ln2,4096,175.641421508044
Qwen2.5-72B-Instruct,8,no_ln2,8192,342.2247904042403
Qwen2.5-72B-Instruct,8,no_ln2,16384,721.9442417224249
Qwen2.5-72B-Instruct,8,no_ln2,32768,1600.5223882074158
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,1024,42.61585514371594
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,2048,67.68003242711227
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,4096,120.22469503184159
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,8192,229.0624696140488
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,16384,467.07593814159435
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,32768,1013.0090611986816
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,1024,39.53266218304634
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,2048,62.36222187678019
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,4096,109.92439817637205
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,8192,210.52710882698497
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,16384,437.726073153317
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,32768,965.3068269602954
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,1024,38.98176159709692
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,2048,61.87658462052544
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,4096,109.89960258205731
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,8192,209.7667534214755
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,16384,434.0707855609556
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,32768,951.4484056582054
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,1024,41.18460941438874
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,2048,64.72024271885554
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,4096,115.52649888520439
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,8192,220.8732621433834
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,16384,451.1980460335811
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,32768,979.6586173586547
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,1024,39.93683845425645
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,2048,64.73878767962258
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,4096,116.07840253661077
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,8192,221.0768835308651
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,16384,452.56866812705994
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,32768,982.3884652617077
