model_name,gpu_count,impl,prompt_len,avg_latency(ms)
Qwen2.5-72B-Instruct,8,no_ln2,4096,175.63716697817048
Qwen2.5-72B-Instruct,8,no_ln2,8192,342.4527347708742
Qwen2.5-72B-Instruct,8,no_ln2,16384,721.1058611050248
Qwen2.5-72B-Instruct,8,no_ln2,32768,1600.5516670333843
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,1024,42.63019406547149
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,2048,67.85752853999536
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,4096,120.30791863799095
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,8192,229.36932252099118
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,16384,466.7413027957082
Mixtral-8x22B-Instruct-v0.1,8,baseline_multimem,32768,1011.8690076594552
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,1024,39.75772758324941
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,2048,62.29636799544096
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,4096,110.00146670266986
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,8192,210.32246549924216
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,16384,436.8020672972004
Mixtral-8x22B-Instruct-v0.1,8,no_ar1,32768,963.701885814468
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,1024,38.79154681538542
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,2048,61.80513504271706
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,4096,109.28888727600376
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,8192,209.6304182584087
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,16384,435.15003230422735
Mixtral-8x22B-Instruct-v0.1,8,no_ar2,32768,952.4720690834025
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,1024,41.1193711993595
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,2048,64.9900095226864
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,4096,115.17028858264287
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,8192,221.16502737626433
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,16384,451.58298288782436
Mixtral-8x22B-Instruct-v0.1,8,no_ln1,32768,978.3864127161602
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,1024,40.17293037225803
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,2048,63.20435994615158
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,4096,114.29165437196691
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,8192,222.65264022474489
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,16384,453.43376953775686
Mixtral-8x22B-Instruct-v0.1,8,no_ln2,32768,982.0379267446697
