BL,hidden_size,multimem_ctas,correctness,full_rms_norm_us,partial_rms_norm_us,torch_all_reduce_us,multimem_all_reduce_us,fused_arln_us,simple_fusion_arln_us,multimem_rs_us,multimem_ag_us
64,8192,2,True,65.5359998345375,13.311999849975109,36.73600032925606,17.40800030529499,23.264000192284584,33.1839993596077,17.343999817967415,13.439999893307686
64,8192,4,True,35.87200120091438,9.535999968647957,36.57599911093712,16.383999958634377,19.168000668287277,26.688000187277794,15.839999541640282,13.728000223636627
64,8192,8,True,21.247999742627144,7.7760000713169575,35.61599925160408,16.831999644637108,17.855999991297722,26.208000257611275,16.64000004529953,13.632000423967838
64,8192,16,True,13.663999736309052,7.807999849319458,36.57599911093712,16.831999644637108,17.503999173641205,26.240000501275063,16.448000445961952,14.047999866306782
64,8192,32,True,9.952000342309475,7.7760000713169575,36.928001791238785,16.672000288963318,17.40800030529499,26.27200074493885,16.736000776290894,14.303999952971935
64,8192,64,True,8.415999822318554,7.807999849319458,36.448001861572266,18.432000651955605,17.88800023496151,27.103999629616737,16.704000532627106,14.271999709308147
64,8192,128,True,8.448000065982342,7.840000092983246,36.41600161790848,17.184000462293625,18.079999834299088,26.75200067460537,17.40800030529499,15.296000055968761
64,8192,0,True,8.383999578654766,7.7760000713169575,36.607999354600906,17.376000061631203,18.94400082528591,25.599999353289604,16.416000202298164,14.303999952971935
128,8192,2,True,124.57600235939026,20.99199965596199,55.16799911856651,24.12799932062626,36.479998379945755,49.40799996256828,23.584000766277313,17.023999243974686
128,8192,4,True,66.94400310516357,13.376000337302685,55.26399984955788,19.840000197291374,27.2000003606081,37.47199848294258,19.039999693632126,16.48000068962574
128,8192,8,True,36.67199984192848,9.631999768316746,55.03999814391136,20.608000457286835,23.264000192284584,32.896000891923904,19.45599913597107,16.256000846624374
128,8192,16,True,21.824000403285027,7.840000092983246,55.10399863123894,20.191999152302742,21.75999991595745,29.664000496268272,18.49599927663803,17.696000635623932
128,8192,32,True,14.271999709308147,7.840000092983246,55.00800162553787,20.8320003002882,21.215999498963356,30.079999938607216,18.912000581622124,16.35199971497059
128,8192,64,True,11.071999557316303,7.807999849319458,55.52000179886818,22.207999601960182,21.983999758958817,30.527999624609947,19.039999693632126,16.92800037562847
128,8192,128,True,9.600000455975533,7.872000336647034,54.687999188899994,21.31200022995472,22.463999688625336,30.848000198602676,19.58400011062622,17.823999747633934
128,8192,0,True,9.535999968647957,7.840000092983246,54.655998945236206,20.735999569296837,22.112000733613968,30.400000512599945,19.039999693632126,16.831999644637108
256,8192,2,True,241.08800292015076,35.711999982595444,66.68800115585327,36.67199984192848,61.40799820423126,81.91999793052673,35.16799956560135,22.495999932289124
256,8192,4,True,125.50400197505951,21.023999899625778,66.880002617836,29.184000566601753,42.30400174856186,56.51199817657471,26.079999282956123,21.824000403285027
256,8192,8,True,66.46399945020676,13.60000018030405,66.65600091218948,28.351999819278717,33.63199904561043,48.16000163555145,25.151999667286873,22.23999984562397
256,8192,16,True,37.248000502586365,9.79200005531311,67.29599833488464,28.896000236272812,29.311999678611755,43.136000633239746,24.447999894618988,21.75999991595745
256,8192,32,True,22.911999374628067,8.00000037997961,66.3359984755516,32.03200176358223,32.287999987602234,41.280001401901245,24.54400062561035,22.048000246286392
256,8192,64,True,16.35199971497059,8.00000037997961,66.94400310516357,32.96000137925148,32.00000151991844,41.34399816393852,24.831999093294144,22.36800082027912
256,8192,128,True,13.439999893307686,8.031999692320824,66.72000139951706,33.02399814128876,33.08799862861633,41.95199906826019,24.73600022494793,23.552000522613525
256,8192,0,True,11.935999616980553,8.00000037997961,66.97600334882736,28.28799933195114,31.87200054526329,40.800001472234726,24.607999250292778,22.336000576615334
512,8192,2,True,480.4159998893738,65.76000154018402,94.55999732017517,60.60799956321716,110.52799969911575,146.7519998550415,59.167999774217606,34.01599824428558
512,8192,4,True,244.09599602222443,36.288000643253326,94.78399902582169,45.08800059556961,70.46400010585785,96.0640013217926,39.264000952243805,32.86400064826012
512,8192,8,True,126.75200402736664,21.376000717282295,94.71999853849411,43.74400153756142,51.42400041222572,78.52800190448761,36.928001791238785,33.344000577926636
512,8192,16,True,67.87200272083282,13.856000266969204,94.84799951314926,44.064000248909,44.67200115323067,69.95200365781784,35.999998450279236,33.76000002026558
512,8192,32,True,39.68000039458275,10.143999941647053,94.91200000047684,49.215998500585556,47.74399846792221,65.85600227117538,36.159999668598175,33.215999603271484
512,8192,64,True,26.784000918269157,8.511999621987343,94.52799707651138,55.32800033688545,55.135998874902725,63.87200206518173,35.80800071358681,33.11999887228012
512,8192,128,True,20.031999796628952,8.63999966531992,94.97600048780441,55.296000093221664,55.48800155520439,64.44799900054932,37.087999284267426,33.56799855828285
