BL,hidden_size,multimem_ctas,correctness,full_rms_norm_us,partial_rms_norm_us,torch_all_reduce_us,multimem_all_reduce_us,fused_arln_us,simple_fusion_arln_us,multimem_rs_us,multimem_ag_us
512,8192,0,True,18.271999433636665,8.54399986565113,94.81599926948547,43.74400153756142,55.07199838757515,63.840001821517944,36.70400008559227,32.99200162291527
1024,8192,2,True,948.96000623703,124.92799758911133,137.43999600410461,108.35199803113937,207.0080041885376,274.2399871349335,103.96800190210342,55.26399984955788
1024,8192,4,True,484.8000109195709,66.91200286149979,137.5039964914322,76.03199779987335,128.48000228405,173.98400604724884,64.7360011935234,55.615998804569244
1024,8192,8,True,244.25600469112396,36.448001861572266,137.56799697875977,74.68800246715546,86.59200370311737,139.3280029296875,60.416001826524734,55.87200075387955
1024,8192,16,True,128.9920061826706,21.91999927163124,137.40800321102142,75.16799867153168,75.39200037717819,122.78400361537933,59.647999703884125,55.84000051021576
1024,8192,32,True,73.82400333881378,14.4640002399683,137.56799697875977,79.71200346946716,78.72000336647034,115.39199948310852,59.20000001788139,55.93600124120712
1024,8192,64,True,46.33599892258644,11.168000288307667,137.56799697875977,87.52000331878662,86.33600175380707,111.35999858379364,59.039998799562454,55.615998804569244
1024,8192,128,True,32.99200162291527,9.79200005531311,137.34400272369385,100.63999891281128,100.99200159311295,110.49599945545197,59.4559982419014,56.44800141453743
1024,8192,0,True,29.983999207615852,9.824000298976898,137.2479945421219,74.23999905586243,100.44799745082855,109.95200276374817,59.67999994754791,55.07199838757515
2048,8192,2,True,1910.048007965088,247.9040026664734,219.90400552749634,201.82399451732635,402.9119908809662,528.4159779548645,193.79200041294098,100.19200295209885
2048,8192,4,True,953.0559778213501,126.30400061607361,219.7439968585968,137.9839926958084,240.92799425125122,327.7119994163513,115.07199704647064,100.16000270843506
2048,8192,8,True,485.1840138435364,67.391999065876,219.9680060148239,136.09600067138672,155.2640050649643,260.5440020561218,107.90400207042694,100.28800368309021
2048,8192,16,True,248.6400008201599,37.79200091958046,219.58400309085846,136.28800213336945,137.34400272369385,228.86399924755096,105.98400235176086,100.44799745082855
2048,8192,32,True,139.29599523544312,23.00800010561943,219.93599832057953,140.1599943637848,138.59200477600098,213.69600296020508,105.53599894046783,101.02400183677673
2048,8192,64,True,86.68799698352814,16.48000068962574,219.9680060148239,148.03199470043182,149.88799393177032,205.76000213623047,104.8320010304451,100.92800110578537
2048,8192,128,True,57.69599974155426,13.472000136971474,219.80799734592438,164.0319973230362,163.42400014400482,204.54399287700653,106.52799904346466,101.15200281143188
2048,8192,0,True,51.77599936723709,12.223999947309494,219.90400552749634,135.71199774742126,188.80000710487366,203.87199521064758,107.00800269842148,100.38399696350098
4096,8192,2,True,3786.8480682373047,479.0720045566559,347.4879860877991,389.2480134963989,791.9679880142212,1033.3759784698486,371.96800112724304,191.26400351524353
4096,8192,4,True,1897.1199989318848,247.19999730587006,347.51999378204346,261.50399446487427,466.0159945487976,634.5599889755249,213.6639952659607,190.3039962053299
4096,8192,8,True,955.6480050086975,126.5919953584671,347.9039967060089,257.34400749206543,291.00799560546875,501.3120174407959,200.03199577331543,189.7280067205429
4096,8192,16,True,489.4079864025116,68.70400160551071,347.9360044002533,257.53599405288696,258.2400143146515,440.92801213264465,199.13600385189056,189.91999328136444
4096,8192,32,True,271.263986825943,39.84000161290169,347.80800342559814,262.5280022621155,260.73598861694336,410.5919897556305,197.08800315856934,190.08000195026398
4096,8192,64,True,166.24000668525696,26.944000273942947,347.6159870624542,269.567996263504,274.04800057411194,396.8000113964081,198.33600521087646,190.5599981546402
4096,8192,128,True,107.96800255775452,20.38400061428547,347.3280072212219,283.26401114463806,298.5599935054779,389.3760144710541,197.4399983882904,190.3039962053299
4096,8192,0,True,96.3200032711029,18.559999763965607,347.6479947566986,257.63198733329773,340.4799997806549,388.2240056991577,200.28799772262573,189.69599902629852
8192,8192,2,True,7546.783924102783,961.0239863395691,647.2319960594177,763.3280158042908,1571.295976638794,2055.8719635009766,728.9599776268005,373.7280070781708
8192,8192,4,True,3778.2719135284424,483.5520088672638,645.3120112419128,509.0559720993042,912.7680063247681,1254.91201877594,411.00800037384033,369.82399225234985
8192,8192,8,True,1900.0639915466309,244.60799992084503,646.3680267333984,501.21599435806274,562.5280141830444,989.5359873771667,388.41599225997925,369.53601241111755
8192,8192,16,True,968.5440063476562,129.02399897575378,645.8240151405334,500.0,504.12797927856445,864.3839955329895,383.90401005744934,369.1520094871521
8192,8192,32,True,535.1359844207764,74.23999905586243,646.4319825172424,505.5680274963379,503.29601764678955,804.9600124359131,382.7199935913086,369.28001046180725
8192,8192,64,True,323.13600182533264,47.200001776218414,647.4559903144836,512.0639801025391,517.7279710769653,776.416003704071,381.1199963092804,369.1839873790741
8192,8192,128,True,208.19200575351715,33.055998384952545,647.0080018043518,524.8000025749207,567.6479935646057,764.5760178565979,383.4879994392395,369.6959912776947
8192,8192,0,True,184.1920018196106,29.888000339269638,647.5520133972168,501.4079809188843,619.3919777870178,715.9680128097534,387.1360123157501,369.24800276756287
16384,8192,2,True,15107.168197631836,1893.504023551941,1231.7440509796143,1508.9600086212158,3126.7518997192383,4181.407928466797,1440.4159784317017,739.6479845046997
16384,8192,4,True,7625.631809234619,960.9599709510803,1231.3599586486816,1001.7280578613281,1801.8560409545898,2537.440061569214,807.3599934577942,729.6000123023987
16384,8192,8,True,3810.4960918426514,483.68000984191895,1232.7359914779663,986.7839813232422,1103.0080318450928,1978.8479804992676,758.1760287284851,727.9040217399597
16384,8192,16,True,1928.1920194625854,249.5039999485016,1233.1839799880981,985.9200119972229,1005.0560235977173,1723.9359617233276,753.1840205192566,726.9440293312073
16384,8192,32,True,1054.0159940719604,141.24800264835358,1233.0559492111206,992.0639991760254,989.952027797699,1600.160002708435,750.3039836883545,727.1680235862732
16384,8192,64,True,617.6000237464905,88.19200098514557,1231.6479682922363,996.8000054359436,1003.2960176467896,1546.4320182800293,748.8319873809814,727.1999716758728
16384,8192,128,True,407.9680144786835,58.559998869895935,1233.9199781417847,1007.5199604034424,1075.9680271148682,1517.5039768218994,749.343991279602,728.223979473114
16384,8192,0,True,361.1519932746887,52.22399905323982,1232.3520183563232,987.5199794769287,1196.128010749817,1309.3119859695435,757.9839825630188,727.7439832687378
32768,8192,2,True,30250.17547607422,3783.7440967559814,2401.1518955230713,3009.119987487793,6239.64786529541,8396.736145019531,2867.680072784424,1470.7839488983154
32768,8192,4,True,15146.559715270996,1879.4879913330078,2402.048110961914,1990.496039390564,3568.8960552215576,5079.264163970947,1600.0640392303467,1449.8239755630493
32768,8192,8,True,7581.632137298584,955.2639722824097,2401.18408203125,1958.0479860305786,2182.4960708618164,3945.6000328063965,1503.1360387802124,1446.2080001831055
32768,8192,16,True,3850.6240844726562,489.4079864025116,2405.1198959350586,1955.8720588684082,1972.000002861023,3435.7759952545166,1493.44003200531,1444.4479942321777
32768,8192,32,True,2089.7600650787354,272.70400524139404,2405.5678844451904,1959.9679708480835,1966.0799503326416,3186.367988586426,1487.8079891204834,1443.8079595565796
32768,8192,64,True,1205.3760290145874,165.66400229930878,2405.2159786224365,1964.6079540252686,1975.2320051193237,3071.552038192749,1483.4879636764526,1443.6479806900024
32768,8192,128,True,806.7520260810852,108.09600353240967,2404.7679901123047,1972.3199605941772,2061.1839294433594,3017.4400806427,1484.2560291290283,1444.0959692001343
32768,8192,0,True,712.4800086021423,96.47999703884125,2403.9359092712402,1959.7439765930176,2328.831911087036,2498.624086380005,1504.7039985656738,1445.4400539398193
