prompt_len,baseline_multimem,no_ar,overlap_fused
1024,42.656798319270216,36.14061946670214,69.36428065722187
2048,67.59878511851032,56.55713466306528,69.76188654080033
4096,120.18565290297072,101.83967625101408,106.37359591200948
8192,228.80353291208544,196.40362539018196,196.50630404551825
16384,466.9246765474479,406.00929511711,393.52871685599285
32768,1008.0706826411188,901.5204837856194,859.3747709567348
65536,2348.804465153565,2119.652798244109,2064.327975548804
